"kodeWilayah";"nama";"idLevelWilayah";"mstKodeWilayah";"indukProvinsi";"kodeWilayahIndukProvinsi";"indukKabupaten";"kodeWilayahIndukKabupaten"
"131305";Kec. Sungai Kakap;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"131304";Kec. Sungai Ambawang;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"131302";Kec. Kuala Mandor B;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"131312";Kec. Kubu;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"131308";Kec. Telok Pakedai;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"131311";Kec. Batu Ampar;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"131313";Kec. Rasau Jaya;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"131309";Kec. Terentang;3;"131300";Prov. Kalimantan Barat;"130000";Kab. Kuburaya;"131300"
"136005";Kec. Pontianak Kota;3;"136000";Prov. Kalimantan Barat;"130000";Kota Pontianak;"136000"
"136004";Kec. Pontianak Utara;3;"136000";Prov. Kalimantan Barat;"130000";Kota Pontianak;"136000"
"136001";Kec. Pontianak Selatan;3;"136000";Prov. Kalimantan Barat;"130000";Kota Pontianak;"136000"
"136003";Kec. Pontianak Barat;3;"136000";Prov. Kalimantan Barat;"130000";Kota Pontianak;"136000"
"136002";Kec. Pontianak Timur;3;"136000";Prov. Kalimantan Barat;"130000";Kota Pontianak;"136000"
"136006";Kec. Pontianak Tenggara;3;"136000";Prov. Kalimantan Barat;"130000";Kota Pontianak;"136000"
"136104";Kec. Singkawang Barat;3;"136100";Prov. Kalimantan Barat;"130000";Kota Singkawang;"136100"
"136101";Kec. Singkawang Selatan;3;"136100";Prov. Kalimantan Barat;"130000";Kota Singkawang;"136100"
"136105";Kec. Singkawang Tengah;3;"136100";Prov. Kalimantan Barat;"130000";Kota Singkawang;"136100"
"136102";Kec. Singkawang Timur;3;"136100";Prov. Kalimantan Barat;"130000";Kota Singkawang;"136100"
"136103";Kec. Singkawang Utara;3;"136100";Prov. Kalimantan Barat;"130000";Kota Singkawang;"136100"
"140115";Kec. Mantangai;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140104";Kec. Selat;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140119";Kec. Bataguh;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140111";Kec. Kapuas Barat;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140110";Kec. Kapuas Murung;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140107";Kec. Basarang;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140117";Kec. Kapuas Tengah;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140116";Kec. Timpah;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140103";Kec. Kapuas Timur;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140109";Kec. Pulau Petak;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140102";Kec. Kapuas Kuala;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140108";Kec. Kapuas Hilir;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140120";Kec. Dadahup;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140121";Kec. Tamban Catur;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140122";Kec. Pasak Talawang;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140118";Kec. Kapuas Hulu;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140123";Kec. Mandau Talawang;3;"140100";Prov. Kalimantan Tengah;"140000";Kab. Kapuas;"140100"
"140210";Kec. Dusun Selatan;3;"140200";Prov. Kalimantan Tengah;"140000";Kab. Barito Selatan;"140200"
"140211";Kec. Dusun Utara;3;"140200";Prov. Kalimantan Tengah;"140000";Kab. Barito Selatan;"140200"
"140212";Kec. Gunung Bintang Awai;3;"140200";Prov. Kalimantan Tengah;"140000";Kab. Barito Selatan;"140200"
"140209";Kec. Karau Kuala;3;"140200";Prov. Kalimantan Tengah;"140000";Kab. Barito Selatan;"140200"
"140201";Kec. Dusun Hilir;3;"140200";Prov. Kalimantan Tengah;"140000";Kab. Barito Selatan;"140200"
"140202";Kec. Jenamas;3;"140200";Prov. Kalimantan Tengah;"140000";Kab. Barito Selatan;"140200"
"140305";Kec. Teweh Tengah;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140307";Kec. Teweh Baru;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140302";Kec. Gunung Timang;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140308";Kec. Teweh Selatan;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140306";Kec. Lahei;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140309";Kec. Lahei Barat;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140301";Kec. Montallat;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140304";Kec. Teweh Timur;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140303";Kec. Gunung Purei;3;"140300";Prov. Kalimantan Tengah;"140000";Kab. Barito Utara;"140300"
"140406";Kec. Mentawa Baru Ketapang;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140412";Kec. Baamang;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140420";Kec. Parenggean;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140421";Kec. Mentaya Hulu;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140402";Kec. Mentaya Hilir Selatan;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140427";Kec. Cempaga Hulu;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140419";Kec. Cempaga;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140423";Kec. Antang Kalang;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140411";Kec. Kota Besi;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140431";Kec. Telaga Antang;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140429";Kec. Telawang;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140405";Kec. Pulau Hanaut;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140430";Kec. Tualan Hulu;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140407";Kec. Mentaya Hilir Utara;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140428";Kec. Bukit Santuai;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140426";Kec. Seranau;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140425";Kec. Teluk Sampit;3;"140400";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Timur;"140400"
"140505";Kec. Arut Selatan;3;"140500";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Barat;"140500"
"140506";Kec. Kumai;3;"140500";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Barat;"140500"
"140508";Kec. Pangkalan Banteng;3;"140500";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Barat;"140500"
"140509";Kec. Pangkalan Lada;3;"140500";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Barat;"140500"
"140504";Kec. Kotawaringin Lama;3;"140500";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Barat;"140500"
"140507";Kec. Arut Utara;3;"140500";Prov. Kalimantan Tengah;"140000";Kab. Kotawaringin Barat;"140500"
"140605";Kec. Katingan Hilir;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140601";Kec. Katingan Kuala;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140608";Kec. Katingan Tengah;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140606";Kec. Tewang Sangalang Garing;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140607";Kec. Pulau Malan;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140609";Kec. Katingan Hulu;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140610";Kec. Marikit;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140603";Kec. Kamipang;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140604";Kec. Tasik Payawan;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140611";Kec. Sanaman Mantikei;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140602";Kec. Mendawai;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140613";Kec. Bukit Raya;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140612";Kec. Petak Malai;3;"140600";Prov. Kalimantan Tengah;"140000";Kab. Katingan;"140600"
"140701";Kec. Seruyan Hilir;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140704";Kec. Seruyan Tengah;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140703";Kec. Hanau;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140707";Kec. Seruyan Raya;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140705";Kec. Seruyan Hulu;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140702";Kec. Danau Sembuluh;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140708";Kec. Danau Seluluk;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140706";Kec. Seruyan Hilir Timur;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140709";Kec. Batu Ampar;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140710";Kec. Suling Tambun;3;"140700";Prov. Kalimantan Tengah;"140000";Kab. Seruyan;"140700"
"140802";Kec. Sukamara;3;"140800";Prov. Kalimantan Tengah;"140000";Kab. Sukamara;"140800"
"140805";Kec. Permata Kecubung;3;"140800";Prov. Kalimantan Tengah;"140000";Kab. Sukamara;"140800"
"140803";Kec. Balai Riam;3;"140800";Prov. Kalimantan Tengah;"140000";Kab. Sukamara;"140800"
"140804";Kec. Pantai Lunci;3;"140800";Prov. Kalimantan Tengah;"140000";Kab. Sukamara;"140800"
"140801";Kec. Jelai;3;"140800";Prov. Kalimantan Tengah;"140000";Kab. Sukamara;"140800"
"140901";Kec. Bulik;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"140905";Kec. Mentobi Raya;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"140904";Kec. Bulik Timur;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"140902";Kec. Lamandau;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"140903";Kec. Delang;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"140907";Kec. Belantikan Raya;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"140906";Kec. Sematu Jaya;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"140908";Kec. Batang Kawa;3;"140900";Prov. Kalimantan Tengah;"140000";Kab. Lamandau;"140900"
"141002";Kec. Kurun;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141001";Kec. Tewah;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141004";Kec. Rungan;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141005";Kec. Manuhing;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141006";Kec. Kahayan Hulu Utara;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141012";Kec. Rungan Barat;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141008";Kec. Damang Batu;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141003";Kec. Sepang;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141010";Kec. Rungan Hulu;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141007";Kec. Mihing Raya;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141009";Kec. Miri Manasa;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141011";Kec. Manuhing Raya;3;"141000";Prov. Kalimantan Tengah;"140000";Kab. Gunung Mas;"141000"
"141104";Kec. Kahayan Hilir;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141103";Kec. Maliku;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141102";Kec. Pandih Batu;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141101";Kec. Kahayan Kuala;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141106";Kec. Banama Tingan;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141105";Kec. Kahayan Tengah;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141107";Kec. Sebangau Kuala;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141108";Kec. Jabiren Raya;3;"141100";Prov. Kalimantan Tengah;"140000";Kab. Pulang Pisau;"141100"
"141202";Kec. Murung;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141204";Kec. Tanah Siang;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141201";Kec. Laung Tuhup;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141203";Kec. Permata Intan;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141205";Kec. Sumber Barito;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141207";Kec. Tanah Siang Selatan;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141206";Kec. Barito Tuhup Raya;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141209";Kec. Seribu Riam;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141208";Kec. Sungai Babuat;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141210";Kec. Uut Murung;3;"141200";Prov. Kalimantan Tengah;"140000";Kab. Murung Raya;"141200"
"141301";Kec. Dusun Timur;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141305";Kec. Dusun Tengah;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141306";Kec. Pematang Karau;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141303";Kec. Patangkep Tutui;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141309";Kec. Paku;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141308";Kec. Raren Batuah;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141307";Kec. Paju Epat;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141302";Kec. Benua Lima;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141304";Kec. Awang;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"141310";Kec. Karusen Janang;3;"141300";Prov. Kalimantan Tengah;"140000";Kab. Barito Timur;"141300"
"146004";Kec. Jekan Raya;3;"146000";Prov. Kalimantan Tengah;"140000";Kota Palangka Raya;"146000"
"146001";Kec. Pahandut;3;"146000";Prov. Kalimantan Tengah;"140000";Kota Palangka Raya;"146000"
"146002";Kec. Bukit Batu;3;"146000";Prov. Kalimantan Tengah;"140000";Kota Palangka Raya;"146000"
"146003";Kec. Sabangau;3;"146000";Prov. Kalimantan Tengah;"140000";Kota Palangka Raya;"146000"
"146005";Kec. Rakumpit;3;"146000";Prov. Kalimantan Tengah;"140000";Kota Palangka Raya;"146000"
"150105";Kec. Martapura;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150107";Kec. Karang Intan;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150104";Kec. Sungai Tabuk;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150102";Kec. Gambut;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150106";Kec. Astambul;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150101";Kec. Aluh-Aluh;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150111";Kec. Mataraman;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150112";Kec. Simpang Empat;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150103";Kec. Kertak Hanyar;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150115";Kec. Martapura Timur;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150109";Kec. Sungai Pinang;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150114";Kec. Martapura Barat;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150113";Kec. Beruntung Baru;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150110";Kec. Pengaron;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150108";Kec. Aranio;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150117";Kec. Tatah Makmur;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150118";Kec. Sambung Makmur;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150120";Kec. Cintapuri Darussalam;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150116";Kec. Paramasan;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150119";Kec. Telaga Bauntung;3;"150100";Prov. Kalimantan Selatan;"150000";Kab. Banjar;"150100"
"150206";Kec. Pelaihari;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150209";Kec. Kintap;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150208";Kec. Jorong;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150207";Kec. Batu Ampar;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150204";Kec. Bati-Bati;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150202";Kec. Takisung;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150211";Kec. Bajuin;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150201";Kec. Panyipatan;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150205";Kec. Tambang Ulang;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150203";Kec. Kurau;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150210";Kec. Bumi Makmur;3;"150200";Prov. Kalimantan Selatan;"150000";Kab. Tanah Laut;"150200"
"150306";Kec. Alalak;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150302";Kec. Tamban;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150314";Kec. Marabahan;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150305";Kec. Anjir Muara;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150307";Kec. Mandastana;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150301";Kec. Tabunganen;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150309";Kec. Wanaraya;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150311";Kec. Rantau Badauh;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150304";Kec. Anjir Pasar;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150303";Kec. Mekarsari;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150308";Kec. Belawang;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150310";Kec. Barambai;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150316";Kec. Kuripan;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150315";Kec. Tabukan;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150313";Kec. Bakumpai;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150312";Kec. Cerbon;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150317";Kec. Jejangkit;3;"150300";Prov. Kalimantan Selatan;"150000";Kab. Barito Kuala;"150300"
"150407";Kec. Tapin Utara;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150402";Kec. Tapin Selatan;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150401";Kec. Binuang;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150403";Kec. Tapin Tengah;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150410";Kec. Candi Laras Utara;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150409";Kec. Candi Laras Selatan;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150404";Kec. Bungur;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150412";Kec. Salam Babaris;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150406";Kec. Lokpaikat;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150411";Kec. Hatungun;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150408";Kec. Bakarangan;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150405";Kec. Piani;3;"150400";Prov. Kalimantan Selatan;"150000";Kab. Tapin;"150400"
"150505";Kec. Kandangan;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150501";Kec. Padang Batung;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150510";Kec. Daha Utara;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150509";Kec. Daha Selatan;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150506";Kec. Sungai Raya;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150504";Kec. Angkinang;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150507";Kec. Simpur;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"151004";Kec. Paringin;3;"151000";Prov. Kalimantan Selatan;"150000";Kab. Balangan;"151000"
"150503";Kec. Telaga Langsat;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150502";Kec. Loksado;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150511";Kec. Daha Barat;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150508";Kec. Kalumpang;3;"150500";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Selatan;"150500"
"150605";Kec. Barabai;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150608";Kec. Pandawan;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150607";Kec. Labuan Amas Utara;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150606";Kec. Labuan Amas Selatan;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150604";Kec. Batang Alai Selatan;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150601";Kec. Haruyan;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150609";Kec. Batang Alai Utara;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150602";Kec. Batu Benawa;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150611";Kec. Limpasu;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150603";Kec. Hantakan;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150610";Kec. Batang Alai Timur;3;"150600";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Tengah;"150600"
"150705";Kec. Amuntai Tengah;3;"150700";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Utara;"150700"
"150703";Kec. Sungai Pandan;3;"150700";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Utara;"150700"
"150702";Kec. Babirik;3;"150700";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Utara;"150700"
"150701";Kec. Danau Panggang;3;"150700";Prov. Kalimantan Selatan;"150000";Kab. Hulu Sungai Utara;"150700"
