"kodeWilayah";"nama";"idLevelWilayah";"mstKodeWilayah";"indukProvinsi";"kodeWilayahIndukProvinsi";"indukKabupaten";"kodeWilayahIndukKabupaten"
"050000";Prov. Jawa Timur;1;"";"";"";"";""
"020000";Prov. Jawa Barat;1;"";"";"";"";""
"030000";Prov. Jawa Tengah;1;"";"";"";"";""
"070000";Prov. Sumatera Utara;1;"";"";"";"";""
"190000";Prov. Sulawesi Selatan;1;"";"";"";"";""
"280000";Prov. Banten;1;"";"";"";"";""
"240000";Prov. Nusa Tenggara Timur;1;"";"";"";"";""
"120000";Prov. Lampung;1;"";"";"";"";""
"110000";Prov. Sumatera Selatan;1;"";"";"";"";""
"060000";Prov. Aceh;1;"";"";"";"";""
"090000";Prov. Riau;1;"";"";"";"";""
"080000";Prov. Sumatera Barat;1;"";"";"";"";""
"230000";Prov. Nusa Tenggara Barat;1;"";"";"";"";""
"130000";Prov. Kalimantan Barat;1;"";"";"";"";""
"010000";Prov. D.K.I. Jakarta;1;"";"";"";"";""
"150000";Prov. Kalimantan Selatan;1;"";"";"";"";""
"180000";Prov. Sulawesi Tengah;1;"";"";"";"";""
"040000";Prov. D.I. Yogyakarta;1;"";"";"";"";""
"100000";Prov. Jambi;1;"";"";"";"";""
"140000";Prov. Kalimantan Tengah;1;"";"";"";"";""
"200000";Prov. Sulawesi Tenggara;1;"";"";"";"";""
"170000";Prov. Sulawesi Utara;1;"";"";"";"";""
"160000";Prov. Kalimantan Timur;1;"";"";"";"";""
"220000";Prov. Bali;1;"";"";"";"";""
"210000";Prov. Maluku;1;"";"";"";"";""
"260000";Prov. Bengkulu;1;"";"";"";"";""
"270000";Prov. Maluku Utara;1;"";"";"";"";""
"330000";Prov. Sulawesi Barat;1;"";"";"";"";""
"300000";Prov. Gorontalo;1;"";"";"";"";""
"310000";Prov. Kepulauan Riau;1;"";"";"";"";""
"290000";Prov. Kepulauan Bangka Belitung;1;"";"";"";"";""
"250000";Prov. Papua;1;"";"";"";"";""
"340000";Prov. Kalimantan Utara;1;"";"";"";"";""
"380000";Prov. Papua Pegunungan;1;"";"";"";"";""
"320000";Prov. Papua Barat;1;"";"";"";"";""
"360000";Prov. Papua Tengah;1;"";"";"";"";""
"390000";Prov. Papua Barat Daya;1;"";"";"";"";""
"370000";Prov. Papua Selatan;1;"";"";"";"";""
"350000";Luar Negeri;1;"";"";"";"";""
"016400";Kota Jakarta Timur;2;"010000";Prov. D.K.I. Jakarta;"010000";"";""
"016200";Kota Jakarta Barat;2;"010000";Prov. D.K.I. Jakarta;"010000";"";""
"016300";Kota Jakarta Selatan;2;"010000";Prov. D.K.I. Jakarta;"010000";"";""
"016100";Kota Jakarta Utara;2;"010000";Prov. D.K.I. Jakarta;"010000";"";""
"016000";Kota Jakarta Pusat;2;"010000";Prov. D.K.I. Jakarta;"010000";"";""
"010100";Kab. Kepulauan Seribu;2;"010000";Prov. D.K.I. Jakarta;"010000";"";""
"020500";Kab. Bogor;2;"020000";Prov. Jawa Barat;"020000";"";""
"021100";Kab. Garut;2;"020000";Prov. Jawa Barat;"020000";"";""
"020600";Kab. Sukabumi;2;"020000";Prov. Jawa Barat;"020000";"";""
"020700";Kab. Cianjur;2;"020000";Prov. Jawa Barat;"020000";"";""
"020800";Kab. Bandung;2;"020000";Prov. Jawa Barat;"020000";"";""
"022200";Kab. Bekasi;2;"020000";Prov. Jawa Barat;"020000";"";""
"021200";Kab. Tasikmalaya;2;"020000";Prov. Jawa Barat;"020000";"";""
"022100";Kab. Karawang;2;"020000";Prov. Jawa Barat;"020000";"";""
"026500";Kota Bekasi;2;"020000";Prov. Jawa Barat;"020000";"";""
"021800";Kab. Indramayu;2;"020000";Prov. Jawa Barat;"020000";"";""
"026000";Kota Bandung;2;"020000";Prov. Jawa Barat;"020000";"";""
"021900";Kab. Subang;2;"020000";Prov. Jawa Barat;"020000";"";""
"021700";Kab. Cirebon;2;"020000";Prov. Jawa Barat;"020000";"";""
"022300";Kab. Bandung Barat;2;"020000";Prov. Jawa Barat;"020000";"";""
"021400";Kab. Ciamis;2;"020000";Prov. Jawa Barat;"020000";"";""
"026600";Kota Depok;2;"020000";Prov. Jawa Barat;"020000";"";""
"021000";Kab. Sumedang;2;"020000";Prov. Jawa Barat;"020000";"";""
"021500";Kab. Kuningan;2;"020000";Prov. Jawa Barat;"020000";"";""
"021600";Kab. Majalengka;2;"020000";Prov. Jawa Barat;"020000";"";""
"022000";Kab. Purwakarta;2;"020000";Prov. Jawa Barat;"020000";"";""
"026100";Kota Bogor;2;"020000";Prov. Jawa Barat;"020000";"";""
"026800";Kota Tasikmalaya;2;"020000";Prov. Jawa Barat;"020000";"";""
"022500";Kab. Pangandaran;2;"020000";Prov. Jawa Barat;"020000";"";""
"026700";Kota Cimahi;2;"020000";Prov. Jawa Barat;"020000";"";""
"026300";Kota Cirebon;2;"020000";Prov. Jawa Barat;"020000";"";""
"026200";Kota Sukabumi;2;"020000";Prov. Jawa Barat;"020000";"";""
"026900";Kota Banjar;2;"020000";Prov. Jawa Barat;"020000";"";""
"030100";Kab. Cilacap;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030200";Kab. Banyumas;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031500";Kab. Grobogan;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032900";Kab. Brebes;2;"030000";Prov. Jawa Tengah;"030000";"";""
"036300";Kota Semarang;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030500";Kab. Kebumen;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031000";Kab. Klaten;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031800";Kab. Pati;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031200";Kab. Wonogiri;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032000";Kab. Jepara;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032800";Kab. Tegal;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032700";Kab. Pemalang;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031600";Kab. Blora;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032100";Kab. Demak;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030800";Kab. Magelang;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032400";Kab. Kendal;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031400";Kab. Sragen;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031300";Kab. Karanganyar;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030900";Kab. Boyolali;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032600";Kab. Pekalongan;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032200";Kab. Semarang;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030400";Kab. Banjarnegara;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030600";Kab. Purworejo;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031700";Kab. Rembang;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030700";Kab. Wonosobo;2;"030000";Prov. Jawa Tengah;"030000";"";""
"030300";Kab. Purbalingga;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031100";Kab. Sukoharjo;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032300";Kab. Temanggung;2;"030000";Prov. Jawa Tengah;"030000";"";""
"032500";Kab. Batang;2;"030000";Prov. Jawa Tengah;"030000";"";""
"031900";Kab. Kudus;2;"030000";Prov. Jawa Tengah;"030000";"";""
"036100";Kota Surakarta;2;"030000";Prov. Jawa Tengah;"030000";"";""
"036400";Kota Pekalongan;2;"030000";Prov. Jawa Tengah;"030000";"";""
"036500";Kota Tegal;2;"030000";Prov. Jawa Tengah;"030000";"";""
"036200";Kota Salatiga;2;"030000";Prov. Jawa Tengah;"030000";"";""
"036000";Kota Magelang;2;"030000";Prov. Jawa Tengah;"030000";"";""
"040100";Kab. Bantul;2;"040000";Prov. D.I. Yogyakarta;"040000";"";""
"040300";Kab. Gunung Kidul;2;"040000";Prov. D.I. Yogyakarta;"040000";"";""
"040200";Kab. Sleman;2;"040000";Prov. D.I. Yogyakarta;"040000";"";""
"040400";Kab. Kulon Progo;2;"040000";Prov. D.I. Yogyakarta;"040000";"";""
"046000";Kota Yogyakarta;2;"040000";Prov. D.I. Yogyakarta;"040000";"";""
"056000";Kota Surabaya;2;"050000";Prov. Jawa Timur;"050000";"";""
"051800";Kab. Malang;2;"050000";Prov. Jawa Timur;"050000";"";""
"052400";Kab. Jember;2;"050000";Prov. Jawa Timur;"050000";"";""
"050700";Kab. Lamongan;2;"050000";Prov. Jawa Timur;"050000";"";""
"050500";Kab. Bojonegoro;2;"050000";Prov. Jawa Timur;"050000";"";""
"050200";Kab. Sidoarjo;2;"050000";Prov. Jawa Timur;"050000";"";""
"051300";Kab. Kediri;2;"050000";Prov. Jawa Timur;"050000";"";""
"052500";Kab. Banyuwangi;2;"050000";Prov. Jawa Timur;"050000";"";""
"051900";Kab. Pasuruan;2;"050000";Prov. Jawa Timur;"050000";"";""
"050100";Kab. Gresik;2;"050000";Prov. Jawa Timur;"050000";"";""
"052000";Kab. Probolinggo;2;"050000";Prov. Jawa Timur;"050000";"";""
"052700";Kab. Sampang;2;"050000";Prov. Jawa Timur;"050000";"";""
"052800";Kab. Sumenep;2;"050000";Prov. Jawa Timur;"050000";"";""
"052900";Kab. Bangkalan;2;"050000";Prov. Jawa Timur;"050000";"";""
"050600";Kab. Tuban;2;"050000";Prov. Jawa Timur;"050000";"";""
"051500";Kab. Blitar;2;"050000";Prov. Jawa Timur;"050000";"";""
"051400";Kab. Nganjuk;2;"050000";Prov. Jawa Timur;"050000";"";""
"050400";Kab. Jombang;2;"050000";Prov. Jawa Timur;"050000";"";""
"052200";Kab. Bondowoso;2;"050000";Prov. Jawa Timur;"050000";"";""
"052600";Kab. Pamekasan;2;"050000";Prov. Jawa Timur;"050000";"";""
"051600";Kab. Tulungagung;2;"050000";Prov. Jawa Timur;"050000";"";""
"050300";Kab. Mojokerto;2;"050000";Prov. Jawa Timur;"050000";"";""
"052100";Kab. Lumajang;2;"050000";Prov. Jawa Timur;"050000";"";""
"050900";Kab. Ngawi;2;"050000";Prov. Jawa Timur;"050000";"";""
"051100";Kab. Ponorogo;2;"050000";Prov. Jawa Timur;"050000";"";""
"051200";Kab. Pacitan;2;"050000";Prov. Jawa Timur;"050000";"";""
"052300";Kab. Situbondo;2;"050000";Prov. Jawa Timur;"050000";"";""
"056100";Kota Malang;2;"050000";Prov. Jawa Timur;"050000";"";""
"051000";Kab. Magetan;2;"050000";Prov. Jawa Timur;"050000";"";""
"051700";Kab. Trenggalek;2;"050000";Prov. Jawa Timur;"050000";"";""
"050800";Kab. Madiun;2;"050000";Prov. Jawa Timur;"050000";"";""
"056300";Kota Kediri;2;"050000";Prov. Jawa Timur;"050000";"";""
"056700";Kota Probolinggo;2;"050000";Prov. Jawa Timur;"050000";"";""
"056600";Kota Pasuruan;2;"050000";Prov. Jawa Timur;"050000";"";""
"056800";Kota Batu;2;"050000";Prov. Jawa Timur;"050000";"";""
"056200";Kota Madiun;2;"050000";Prov. Jawa Timur;"050000";"";""
"056500";Kota Blitar;2;"050000";Prov. Jawa Timur;"050000";"";""
"056400";Kota Mojokerto;2;"050000";Prov. Jawa Timur;"050000";"";""
"060300";Kab. Aceh Utara;2;"060000";Prov. Aceh;"060000";"";""
"060400";Kab. Aceh Timur;2;"060000";Prov. Aceh;"060000";"";""
"061200";Kab. Bireuen;2;"060000";Prov. Aceh;"060000";"";""
"060100";Kab. Aceh Besar;2;"060000";Prov. Aceh;"060000";"";""
"060700";Kab. Aceh Selatan;2;"060000";Prov. Aceh;"060000";"";""
"060200";Kab. Pidie;2;"060000";Prov. Aceh;"060000";"";""
"060800";Kab. Aceh Tenggara;2;"060000";Prov. Aceh;"060000";"";""
"060500";Kab. Aceh Tengah;2;"060000";Prov. Aceh;"060000";"";""
"061400";Kab. Aceh Tamiang;2;"060000";Prov. Aceh;"060000";"";""
"060600";Kab. Aceh Barat;2;"060000";Prov. Aceh;"060000";"";""
"061900";Kab. Bener Meriah;2;"060000";Prov. Aceh;"060000";"";""
"061600";Kab. Aceh Jaya;2;"060000";Prov. Aceh;"060000";"";""
"061500";Kab. Nagan Raya;2;"060000";Prov. Aceh;"060000";"";""
"066100";Kota Banda Aceh;2;"060000";Prov. Aceh;"060000";"";""
"061700";Kab. Aceh Barat Daya;2;"060000";Prov. Aceh;"060000";"";""
"061300";Kab. Aceh Singkil;2;"060000";Prov. Aceh;"060000";"";""
"061100";Kab. Simeulue;2;"060000";Prov. Aceh;"060000";"";""
"062000";Kab. Pidie Jaya;2;"060000";Prov. Aceh;"060000";"";""
"066400";Kota Subulussalam;2;"060000";Prov. Aceh;"060000";"";""
"066200";Kota Lhokseumawe;2;"060000";Prov. Aceh;"060000";"";""
"066300";Kota Langsa;2;"060000";Prov. Aceh;"060000";"";""
"061800";Kab. Gayo Lues;2;"060000";Prov. Aceh;"060000";"";""
"066000";Kota Sabang;2;"060000";Prov. Aceh;"060000";"";""
"070100";Kab. Deli Serdang;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076000";Kota Medan;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070200";Kab. Langkat;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070400";Kab. Simalungun;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072100";Kab. Serdang Bedagai;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070600";Kab. Asahan;2;"070000";Prov. Sumatera Utara;"070000";"";""
"071700";Kab. Nias Selatan;2;"070000";Prov. Sumatera Utara;"070000";"";""
"071500";Kab. Mandailing Natal;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070800";Kab. Tapanuli Utara;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072200";Kab. Batubara;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070700";Kab. Labuhan Batu;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070900";Kab. Tapanuli Tengah;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072500";Kab. Labuhan Batu Utara;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070300";Kab. Karo;2;"070000";Prov. Sumatera Utara;"070000";"";""
"071000";Kab. Tapanuli Selatan;2;"070000";Prov. Sumatera Utara;"070000";"";""
"070500";Kab. Dairi;2;"070000";Prov. Sumatera Utara;"070000";"";""
"071900";Kab. Humbang Hasudutan;2;"070000";Prov. Sumatera Utara;"070000";"";""
"071600";Kab. Toba;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072400";Kab. Padang Lawas;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072600";Kab. Labuhan Batu Selatan;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072800";Kab. Nias Utara;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072300";Kab. Padang Lawas utara;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076100";Kota Binjai;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072000";Kab. Samosir;2;"070000";Prov. Sumatera Utara;"070000";"";""
"071100";Kab. Nias;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076300";Kota Pematangsiantar;2;"070000";Prov. Sumatera Utara;"070000";"";""
"072700";Kab. Nias Barat;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076700";Kota Gunungsitoli;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076600";Kota Padang Sidimpuan;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076200";Kota Tebing Tinggi;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076400";Kota Tanjung Balai;2;"070000";Prov. Sumatera Utara;"070000";"";""
"071800";Kab. Pakpak Bharat;2;"070000";Prov. Sumatera Utara;"070000";"";""
"076500";Kota Sibolga;2;"070000";Prov. Sumatera Utara;"070000";"";""
"086100";Kota Padang;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080100";Kab. Agam;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080600";Kab. Pesisir Selatan;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080400";Kab. Solok;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080500";Kab. Padang Pariaman;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080300";Kab. Lima Puluh Koto;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080700";Kab. Tanah Datar;2;"080000";Prov. Sumatera Barat;"080000";"";""
"081300";Kab. Pasaman Barat;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080200";Kab. Pasaman;2;"080000";Prov. Sumatera Barat;"080000";"";""
"080800";Kab. Sijunjung;2;"080000";Prov. Sumatera Barat;"080000";"";""
"081200";Kab. Dharmasraya;2;"080000";Prov. Sumatera Barat;"080000";"";""
"081100";Kab. Solok Selatan;2;"080000";Prov. Sumatera Barat;"080000";"";""
"081000";Kab. Kepulauan Mentawai;2;"080000";Prov. Sumatera Barat;"080000";"";""
"086500";Kota Payakumbuh;2;"080000";Prov. Sumatera Barat;"080000";"";""
"086600";Kota Pariaman;2;"080000";Prov. Sumatera Barat;"080000";"";""
"086000";Kota Bukittinggi;2;"080000";Prov. Sumatera Barat;"080000";"";""
"086300";Kota Sawah Lunto;2;"080000";Prov. Sumatera Barat;"080000";"";""
"086400";Kota Solok;2;"080000";Prov. Sumatera Barat;"080000";"";""
"086200";Kota Padang Panjang;2;"080000";Prov. Sumatera Barat;"080000";"";""
"090100";Kab. Kampar;2;"090000";Prov. Riau;"090000";"";""
"096000";Kota Pekanbaru;2;"090000";Prov. Riau;"090000";"";""
"090900";Kab. Rokan Hulu;2;"090000";Prov. Riau;"090000";"";""
"090500";Kab. Indragiri Hilir;2;"090000";Prov. Riau;"090000";"";""
"091000";Kab. Rokan Hilir;2;"090000";Prov. Riau;"090000";"";""
"090200";Kab. Bengkalis;2;"090000";Prov. Riau;"090000";"";""
"091400";Kab. Kuantan Singingi;2;"090000";Prov. Riau;"090000";"";""
"091100";Kab. Siak;2;"090000";Prov. Riau;"090000";"";""
"090400";Kab. Indragiri Hulu;2;"090000";Prov. Riau;"090000";"";""
"090800";Kab. Pelalawan;2;"090000";Prov. Riau;"090000";"";""
"091500";Kab. Kepulauan Meranti;2;"090000";Prov. Riau;"090000";"";""
"096200";Kota Dumai;2;"090000";Prov. Riau;"090000";"";""
"100300";Kab. Sarolangun;2;"100000";Prov. Jambi;"100000";"";""
"100900";Kab. Merangin;2;"100000";Prov. Jambi;"100000";"";""
"106000";Kota Jambi;2;"100000";Prov. Jambi;"100000";"";""
"100100";Kab. Batang Hari;2;"100000";Prov. Jambi;"100000";"";""
"100700";Kab. Muaro Jambi;2;"100000";Prov. Jambi;"100000";"";""
"100200";Kab. Bungo;2;"100000";Prov. Jambi;"100000";"";""
"100500";Kab. Kerinci;2;"100000";Prov. Jambi;"100000";"";""
"100600";Kab. Tebo;2;"100000";Prov. Jambi;"100000";"";""
"100400";Kab. Tanjung Jabung Barat;2;"100000";Prov. Jambi;"100000";"";""
"100800";Kab. Tanjung Jabung Timur;2;"100000";Prov. Jambi;"100000";"";""
"106100";Kota Sungai Penuh;2;"100000";Prov. Jambi;"100000";"";""
"116000";Kota Palembang;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110700";Kab. Banyuasin;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110200";Kab. Ogan Komering Ilir;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110100";Kab. Musi Banyuasin;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110800";Kab. Ogan Komering Ulu Timur;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110400";Kab. Muara Enim;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110500";Kab. Lahat;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"111000";Kab. Ogan Ilir;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110600";Kab. Musi Rawas;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110900";Kab. Ogan Komering Ulu Selatan;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"110300";Kab. Ogan Komering Ulu;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"111100";Kab. Empat Lawang;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"111300";Kab. Musi Rawas Utara;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"111200";Kab. Penukal Abab Lematang Ilir;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"116200";Kota Lubuk Linggau;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"116100";Kota Prabumulih;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"116300";Kota Pagar Alam;2;"110000";Prov. Sumatera Selatan;"110000";"";""
"120200";Kab. Lampung Tengah;2;"120000";Prov. Lampung;"120000";"";""
"120700";Kab. Lampung Timur;2;"120000";Prov. Lampung;"120000";"";""
"120100";Kab. Lampung Selatan;2;"120000";Prov. Lampung;"120000";"";""
"126000";Kota Bandar Lampung;2;"120000";Prov. Lampung;"120000";"";""
"120600";Kab. Tanggamus;2;"120000";Prov. Lampung;"120000";"";""
"120300";Kab. Lampung Utara;2;"120000";Prov. Lampung;"120000";"";""
"120800";Kab. Way Kanan;2;"120000";Prov. Lampung;"120000";"";""
"120900";Kab. Pesawaran;2;"120000";Prov. Lampung;"120000";"";""
"120500";Kab. Tulang Bawang;2;"120000";Prov. Lampung;"120000";"";""
"121000";Kab. Pringsewu;2;"120000";Prov. Lampung;"120000";"";""
"120400";Kab. Lampung Barat;2;"120000";Prov. Lampung;"120000";"";""
"121200";Kab. Tulang Bawang Barat;2;"120000";Prov. Lampung;"120000";"";""
"121100";Kab. Mesuji;2;"120000";Prov. Lampung;"120000";"";""
"121300";Kab. Pesisir Barat;2;"120000";Prov. Lampung;"120000";"";""
"126100";Kota Metro;2;"120000";Prov. Lampung;"120000";"";""
"130600";Kab. Ketapang;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"130100";Kab. Sambas;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"131300";Kab. Kuburaya;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"130300";Kab. Sanggau;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"130400";Kab. Sintang;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"130900";Kab. Landak;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"130500";Kab. Kapuas Hulu;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"136000";Kota Pontianak;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"130800";Kab. Bengkayang;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"131100";Kab. Melawi;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"131000";Kab. Sekadau;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"130200";Kab. Mempawah;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"136100";Kota Singkawang;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"131200";Kab. Kayong Utara;2;"130000";Prov. Kalimantan Barat;"130000";"";""
"140100";Kab. Kapuas;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140400";Kab. Kotawaringin Timur;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140600";Kab. Katingan;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140500";Kab. Kotawaringin Barat;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"141200";Kab. Murung Raya;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140300";Kab. Barito Utara;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"146000";Kota Palangka Raya;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140700";Kab. Seruyan;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"141100";Kab. Pulang Pisau;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"141000";Kab. Gunung Mas;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"141300";Kab. Barito Timur;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140200";Kab. Barito Selatan;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140900";Kab. Lamandau;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"140800";Kab. Sukamara;2;"140000";Prov. Kalimantan Tengah;"140000";"";""
"150100";Kab. Banjar;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"156000";Kota Banjarmasin;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150300";Kab. Barito Kuala;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150200";Kab. Tanah Laut;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150900";Kab. Kotabaru;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"151100";Kab. Tanah Bumbu;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150800";Kab. Tabalong;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150600";Kab. Hulu Sungai Tengah;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150500";Kab. Hulu Sungai Selatan;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150700";Kab. Hulu Sungai Utara;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"151000";Kab. Balangan;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"156100";Kota Banjarbaru;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"150400";Kab. Tapin;2;"150000";Prov. Kalimantan Selatan;"150000";"";""
"160200";Kab. Kutai Kartanegara;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"166000";Kota Samarinda;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"166100";Kota Balikpapan;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"161000";Kab. Kutai Timur;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"160100";Kab. Paser;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"160300";Kab. Berau;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"160900";Kab. Kutai Barat;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"161100";Kab. Penajam Paser Utara;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"166300";Kota Bontang;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"161200";Kab. Mahakam Ulu;2;"160000";Prov. Kalimantan Timur;"160000";"";""
"170200";Kab. Minahasa;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"176000";Kota Manado;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"170100";Kab. Bolaang Mongondow;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"170500";Kab. Minahasa Selatan;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"170600";Kab. Minahasa Utara;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"170300";Kab. Kep. Sangihe;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"170400";Kab. Kepulauan Talaud;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"171000";Kab. Minahasa Tenggara;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"176100";Kota Bitung;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"170800";Kab. Bolaang Mongondow Utara;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"170900";Kab. Kepulauan Siau Tagulandang Biaro;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"171100";Kab. Bolaang Mongondow Timur;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"171200";Kab. Bolaang Mongondow Selatan;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"176300";Kota Kotamobagu;2;"170000";Prov. Sulawesi Utara;"170000";"";""
"176200";Kota Tomohon;2;"170000";Prov. Sulawesi Utara;"170000";"";""
